Customer_ID,Visit_Date,Visit_Number,Total_Spend,Items_Purchased,Days_Since_Last_Visit,Age,Region,Product_Category,Product,SKU_ID,Engagement_Rate,Product_Satisfaction,Bounce_Rate,Conversion_Rate,Product_Purchase_Rate_by_Segment,Segmentation_Efficiency,Cart_Abandoned,City,City_Type,Churn_Risk,Visit_Month_Full,Group_Assignment,Group,Month
CUST-10298,2023-04-15,2.0,416.3988855722727,8.0,35.0,64.0,East,Electronics,Tablet,SKU-1518,1.0,2.0,84.82,1.6426182010583397,59.48,2.93,1.0,San Francisco,Urban,False,2023-04,,,
CUST-10030,2022-12-14,4.0,524.7759568682402,7.0,23.0,52.0,North,Books,Cookbook,SKU-7074,5.0,5.0,42.58,0.7166170713221531,34.75,3.64,0.0,Boise,Rural,True,2022-12,,,
CUST-10118,2022-11-09,1.0,359.66556837127405,6.0,20.0,31.0,South,Electronics,Laptop,SKU-2102,4.0,4.0,63.13,1.1785670887060873,11.25,4.61,1.0,Helena,Rural,False,2022-11,,,
CUST-10163,2022-09-12,1.0,349.1920038705803,4.0,19.0,32.0,West,Sports & Outdoors,Running Shoes,SKU-4118,3.0,4.0,50.42,2.9302683671603633,13.43,4.73,0.0,Chicago,Urban,True,2022-09,,,
CUST-10468,2023-08-04,1.0,200.43098345305177,3.0,15.0,51.0,South,Clothing,Jeans,SKU-6448,1.0,3.0,80.73,0.8284301508463712,13.48,1.64,1.0,Dover,Rural,False,2023-08,,,
CUST-10294,2023-07-30,2.0,378.514060904072,3.0,13.0,24.0,South,Beauty & Personal Care,Perfume,SKU-7654,1.0,5.0,87.23,2.4504471342716654,59.89,3.62,1.0,San Francisco,Urban,False,2023-07,,,
CUST-10076,2023-08-28,1.0,88.01261610483692,6.0,3.0,45.0,West,Sports & Outdoors,Yoga Mat,SKU-5091,1.0,3.9483476581746495,89.7,0.8315368254865902,51.12,1.2,1.0,Boise,Rural,False,2023-08,repeat,repeat,8.0
CUST-10161,2023-08-29,2.0,124.31461089479072,5.0,3.0,32.0,Central,Clothing,Jeans,SKU-9296,3.0,3.834801985562404,64.77,1.986121628589117,44.22,2.95,0.0,New York,Urban,False,2023-08,repeat,repeat,8.0
CUST-10442,2023-08-29,1.0,126.00067209586712,8.0,49.0,61.0,North,Sports & Outdoors,Yoga Mat,SKU-6091,1.0,4.779878100280397,81.25,1.6175102968547324,25.57,3.22,1.0,New York,Urban,False,2023-08,churn,churn,8.0
CUST-10207,2023-08-29,3.0,77.61905618435661,9.0,4.0,44.0,South,Sports & Outdoors,Running Shoes,SKU-8426,1.0,3.946943541561131,80.82,1.1719126674783913,14.19,4.41,1.0,Chicago,Rural,True,2023-08,repeat,repeat,8.0
CUST-10096,2023-08-30,2.0,83.34517071345465,3.0,16.0,43.0,North,Toys & Games,Board Game,SKU-5476,4.0,3.3464037398200306,41.84,1.0345027605047714,10.6,1.13,0.0,Boise,Rural,True,2023-08,loyal,loyal,8.0
CUST-10437,2023-08-30,1.0,89.53711517893805,0.0,50.0,42.0,North,Sports & Outdoors,Yoga Mat,SKU-8014,4.0,1.595385017320044,41.49,0.7638020232060946,35.71,1.45,0.0,Chicago,Rural,True,2023-08,churn,churn,8.0
CUST-10345,2023-09-01,1.0,89.53667191874995,4.0,19.0,34.0,East,Beauty & Personal Care,Shampoo,SKU-9817,2.0,2.0,72.84,1.189121500394799,10.61,3.39,1.0,Chicago,Rural,False,2023-09,repeat,repeat,9.0
CUST-10121,2023-09-01,3.0,87.65572460991476,8.0,16.0,62.0,South,Clothing,T-Shirt,SKU-5979,4.0,1.0,56.57,0.5928661456465354,33.6,2.78,0.0,Helena,Rural,False,2023-09,churn,churn,9.0
CUST-10309,2023-09-02,1.0,86.65746423254501,1.0,38.0,27.0,West,Beauty & Personal Care,Perfume,SKU-6543,4.0,3.0,49.12,0.5485343316700368,18.56,2.24,0.0,Dover,Rural,False,2023-09,churn,churn,9.0
CUST-10051,2023-09-02,2.0,153.98202714848165,6.0,18.0,41.0,East,Books,Science Textbook,SKU-2317,3.0,1.0670764773884276,42.17,1.9770806582801388,52.62,1.1,0.0,New York,Urban,True,2023-09,loyal,loyal,9.0
CUST-10027,2023-09-05,2.0,185.7413430840557,2.0,3.0,38.0,West,Clothing,T-Shirt,SKU-8852,3.0,4.0,66.76,2.1715024347911793,28.08,1.44,0.0,San Francisco,Urban,True,2023-09,repeat,repeat,9.0
CUST-10430,2023-09-05,1.0,81.8890366629964,6.0,17.0,57.0,West,Home & Kitchen,Cookware Set,SKU-1248,2.0,3.0,62.47,0.8735815902104179,13.02,3.5,1.0,Dover,Rural,False,2023-09,loyal,loyal,9.0
CUST-10282,2023-09-07,1.0,86.6820844863425,4.0,6.0,46.0,North,Beauty & Personal Care,Face Wash,SKU-4573,2.0,3.0,79.39,0.5577705605562724,49.96,1.94,1.0,Chicago,Rural,False,2023-09,repeat,repeat,9.0
CUST-10050,2023-09-07,2.0,87.86501485527732,7.0,9.0,21.0,South,Home & Kitchen,Cookware Set,SKU-7445,2.0,3.0,65.76,0.9506672663784916,57.07,1.78,1.0,Dover,Rural,False,2023-09,repeat,repeat,9.0
CUST-10152,2023-09-07,1.0,89.94453850906626,5.0,9.0,64.0,East,Toys & Games,RC Car,SKU-8687,4.0,3.0,56.61,0.5643931816644415,46.6,2.1,0.0,Dover,Rural,True,2023-09,repeat,repeat,9.0
CUST-10495,2023-09-07,1.0,82.53494425216655,3.0,9.0,59.0,Central,Clothing,Jacket,SKU-2425,2.0,1.2099055930955858,78.01,1.0149971335427979,58.03,4.4,1.0,Boise,Rural,True,2023-09,repeat,repeat,9.0
CUST-10376,2023-09-08,1.0,86.34478632406628,5.0,7.0,22.0,West,Books,Cookbook,SKU-8398,3.0,1.0,55.73,0.6315077543773255,26.11,1.98,0.0,Dallas,Rural,False,2023-09,repeat,repeat,9.0
CUST-10290,2023-09-09,1.0,86.48237243775769,3.0,3.0,57.0,West,Beauty & Personal Care,Shampoo,SKU-7218,3.0,3.0,47.07,0.7772465459291669,28.76,4.02,0.0,Dover,Rural,False,2023-09,repeat,repeat,9.0
CUST-10234,2023-09-10,2.0,83.51738199499187,2.0,37.0,50.0,East,Books,Fiction Novel,SKU-1712,1.0,1.2051396404820072,83.43,0.7147108274371737,38.03,4.42,1.0,Dallas,Rural,True,2023-09,churn,churn,9.0
CUST-10230,2023-09-13,1.0,88.10937576452832,8.0,50.0,30.0,North,Books,Cookbook,SKU-8077,3.0,1.1906877206636666,46.82,0.5566372204575633,21.3,4.95,0.0,Boise,Rural,True,2023-09,churn,churn,9.0
CUST-10136,2023-09-14,2.0,88.8598936113581,8.0,12.0,33.0,Central,Sports & Outdoors,Yoga Mat,SKU-8400,4.0,3.0,56.77,0.6266943379449591,10.85,2.59,0.0,Chicago,Rural,False,2023-09,churn,churn,9.0
CUST-10320,2023-09-14,1.0,85.85989922979027,6.0,19.0,35.0,East,Toys & Games,RC Car,SKU-3562,4.0,3.0,42.99,1.0374672498378974,37.67,2.72,0.0,Boise,Rural,False,2023-09,loyal,loyal,9.0
CUST-10439,2023-09-15,1.0,92.63921763891604,6.0,12.0,29.0,South,Toys & Games,Board Game,SKU-7966,1.0,1.0,82.3,1.072673180149338,32.88,4.15,1.0,Dallas,Rural,False,2023-09,churn,churn,9.0
CUST-10272,2023-09-15,3.0,185.50399995291465,4.0,55.0,38.0,Central,Toys & Games,RC Car,SKU-7175,4.0,5.0,39.55,2.102811028279399,56.94,3.01,0.0,San Francisco,Urban,False,2023-09,churn,churn,9.0
CUST-10352,2023-09-16,1.0,85.40908476970395,3.0,43.0,54.0,South,Books,Cookbook,SKU-9389,2.0,2.0,62.14,0.9454839524738754,56.35,2.2,1.0,Dallas,Rural,True,2023-09,repeat,repeat,9.0
CUST-10374,2023-09-16,1.0,85.32530980437073,5.0,73.0,29.0,Central,Toys & Games,Puzzle,SKU-9709,4.0,1.4720669451099992,56.64,0.5203717174693797,20.03,3.7,0.0,Boise,Rural,False,2023-09,churn,churn,9.0
CUST-10481,2023-09-16,1.0,84.34320767819626,7.0,11.0,30.0,South,Books,Fiction Novel,SKU-7601,4.0,2.0,42.49,0.8058240803625598,52.68,3.04,0.0,Boise,Rural,False,2023-09,repeat,repeat,9.0
CUST-10098,2023-09-17,1.0,85.08441632455414,7.0,6.0,53.0,North,Sports & Outdoors,Dumbbells,SKU-9486,1.0,3.0,89.6,1.1830132232331918,55.71,3.73,1.0,Boise,Rural,True,2023-09,loyal,loyal,9.0
CUST-10101,2023-09-17,3.0,142.82955565383736,7.0,17.0,49.0,Central,Sports & Outdoors,Dumbbells,SKU-9070,4.0,5.0,32.47,1.615299954455005,56.63,4.24,0.0,New York,Urban,False,2023-09,repeat,repeat,9.0
CUST-10196,2023-09-17,1.0,186.3029198505419,3.0,62.0,55.0,Central,Beauty & Personal Care,Face Wash,SKU-1113,4.0,4.0,36.79,2.77350397790689,52.74,1.3,0.0,San Francisco,Urban,True,2023-09,repeat,repeat,9.0
CUST-10450,2023-09-18,1.0,86.8660998687402,6.0,35.0,40.0,Central,Beauty & Personal Care,Face Wash,SKU-6234,4.0,1.0,47.82,1.14409386457663,33.85,2.27,0.0,Helena,Rural,False,2023-09,churn,churn,9.0
CUST-10091,2023-09-20,1.0,80.10270080378208,2.0,7.0,64.0,Central,Home & Kitchen,Cookware Set,SKU-5861,1.0,2.0,85.77,0.5780612128728051,27.27,1.26,1.0,Dallas,Rural,True,2023-09,churn,churn,9.0
CUST-10229,2023-09-21,2.0,149.49025243760073,6.0,11.0,30.0,Central,Sports & Outdoors,Yoga Mat,SKU-6952,3.0,3.841867203305824,62.37,1.9086954330050976,27.14,2.9,0.0,New York,Urban,False,2023-09,repeat,repeat,9.0
CUST-10294,2023-09-23,4.0,86.82176749623417,1.0,36.0,24.0,North,Sports & Outdoors,Yoga Mat,SKU-9631,4.0,1.0,44.45,0.7345192605775488,51.65,2.73,0.0,Chicago,Rural,False,2023-09,loyal,loyal,9.0
CUST-10079,2023-09-23,2.0,88.18716218309567,4.0,14.0,62.0,Central,Beauty & Personal Care,Shampoo,SKU-1386,2.0,3.0,76.93,0.7163443953473997,44.23,3.03,1.0,Helena,Rural,False,2023-09,repeat,repeat,9.0
CUST-10094,2023-09-24,4.0,90.18139535974412,8.0,31.0,49.0,South,Beauty & Personal Care,Face Wash,SKU-1149,4.0,1.0,58.66,0.8806926514699598,16.59,4.59,0.0,Boise,Rural,False,2023-09,loyal,loyal,9.0
CUST-10445,2023-09-25,1.0,89.16041382469545,7.0,66.0,54.0,Central,Sports & Outdoors,Dumbbells,SKU-6909,2.0,3.0,69.54,1.181622711022047,38.31,3.72,1.0,Dover,Rural,False,2023-09,churn,churn,9.0
CUST-10200,2023-09-25,3.0,146.89818138732224,5.0,50.0,49.0,Central,Beauty & Personal Care,Face Wash,SKU-5923,1.0,4.365541512705026,88.15,2.3850744307544214,38.13,1.28,1.0,New York,Urban,False,2023-09,churn,churn,9.0
CUST-10434,2023-09-25,1.0,84.5717688221754,4.0,34.0,57.0,East,Home & Kitchen,Blender,SKU-8975,3.0,1.7755276166950105,50.21,1.0090056303867203,11.15,2.92,0.0,Chicago,Rural,False,2023-09,churn,churn,9.0
CUST-10184,2023-09-25,2.0,191.1219025096866,5.0,68.0,20.0,East,Sports & Outdoors,Yoga Mat,SKU-5213,1.0,4.0,89.33,2.821382504493894,49.2,4.5,1.0,San Francisco,Urban,False,2023-09,churn,churn,9.0
CUST-10307,2023-09-26,1.0,85.11836127298457,4.0,3.0,40.0,Central,Clothing,Jacket,SKU-9083,1.0,3.0,80.24,0.9849114871587249,18.11,1.07,1.0,Dallas,Rural,False,2023-09,repeat,repeat,9.0
CUST-10209,2023-09-26,3.0,83.15092388473272,5.0,17.0,49.0,South,Electronics,Tablet,SKU-9724,3.0,1.0,40.88,0.766147070638645,28.32,2.89,0.0,Helena,Rural,False,2023-09,repeat,repeat,9.0
CUST-10226,2023-09-26,2.0,93.56126963842772,6.0,85.0,36.0,Central,Beauty & Personal Care,Face Wash,SKU-6905,1.0,3.0,82.1,1.1140305704718902,33.49,2.01,1.0,Chicago,Rural,False,2023-09,churn,churn,9.0
CUST-10460,2023-09-28,1.0,85.80200687525632,10.0,8.0,51.0,East,Beauty & Personal Care,Shampoo,SKU-9818,4.0,2.0,45.36,0.5050945405353235,41.93,4.03,0.0,Dallas,Rural,False,2023-09,repeat,repeat,9.0
CUST-10470,2023-09-29,1.0,183.5842238581966,5.0,4.0,32.0,East,Books,Cookbook,SKU-1181,1.0,5.0,82.27,2.672977322877813,14.12,1.62,1.0,San Francisco,Urban,True,2023-09,churn,churn,9.0
CUST-10194,2023-10-01,3.0,62.574519723714616,7.0,8.0,19.0,East,Books,Fiction Novel,SKU-3121,2.0,1.4532888347480275,62.88,0.6237656418290115,32.64,1.49,1.0,Chicago,Rural,True,2023-10,repeat,repeat,10.0
CUST-10120,2023-10-02,1.0,70.49074684227736,6.0,13.0,50.0,North,Toys & Games,Board Game,SKU-8707,3.0,3.0,46.17,1.1021033498848078,32.94,2.46,0.0,Dallas,Rural,False,2023-10,loyal,loyal,10.0
CUST-10044,2023-10-02,2.0,65.70662886508319,1.0,1.0,63.0,West,Home & Kitchen,Blender,SKU-6046,1.0,3.0,83.14,0.9808442881632997,22.85,2.86,1.0,Dallas,Rural,False,2023-10,repeat,repeat,10.0
CUST-10193,2023-10-03,3.0,118.25379251805522,4.0,17.0,64.0,East,Sports & Outdoors,Yoga Mat,SKU-8351,4.0,4.276882974171135,44.92,1.6359838004256195,59.52,1.1,0.0,New York,Urban,True,2023-10,loyal,loyal,10.0
CUST-10274,2023-10-09,3.0,70.7956388295478,3.0,18.0,34.0,West,Clothing,Jeans,SKU-4940,3.0,2.0,43.81,1.0736542893104302,51.5,3.36,0.0,Dover,Rural,False,2023-10,churn,churn,10.0
CUST-10250,2023-10-09,2.0,65.74737950736969,3.0,62.0,41.0,North,Home & Kitchen,Vacuum Cleaner,SKU-6660,4.0,3.0,46.96,1.013546385024056,44.03,3.88,0.0,Chicago,Rural,False,2023-10,churn,churn,10.0
CUST-10249,2023-10-17,1.0,68.48298385717742,4.0,15.0,42.0,North,Beauty & Personal Care,Face Wash,SKU-5355,3.0,3.0,51.03,0.9580812528357864,57.72,4.29,0.0,Boise,Rural,True,2023-10,loyal,loyal,10.0
CUST-10043,2023-10-19,1.0,156.2275541823402,4.0,34.0,42.0,North,Books,Fiction Novel,SKU-7724,4.0,4.0,46.65,2.93027227509852,25.39,4.5,0.0,San Francisco,Urban,False,2023-10,loyal,loyal,10.0
CUST-10071,2023-10-22,1.0,61.886250905098095,4.0,2.0,28.0,South,Beauty & Personal Care,Perfume,SKU-4855,4.0,3.0,29.64,1.1661280572219046,40.13,4.77,0.0,Dover,Rural,True,2023-10,churn,churn,10.0
CUST-10173,2023-10-22,2.0,114.47772368859351,3.0,3.0,19.0,West,Toys & Games,Board Game,SKU-4911,2.0,4.49284340590268,77.38,2.3189869205818163,56.05,4.62,1.0,New York,Urban,True,2023-10,repeat,repeat,10.0
CUST-10448,2023-10-25,1.0,65.92353656026982,8.0,9.0,55.0,West,Books,Science Textbook,SKU-9644,1.0,2.0,81.56,1.1303810337722728,35.04,4.0,1.0,Dallas,Rural,False,2023-10,repeat,repeat,10.0
CUST-10168,2023-10-25,2.0,67.79010977622039,6.0,3.0,24.0,North,Beauty & Personal Care,Perfume,SKU-5251,4.0,1.440762746938228,20.28,0.6447069207305435,22.88,2.28,0.0,Dallas,Rural,False,2023-10,repeat,repeat,10.0
CUST-10019,2023-10-27,4.0,68.15194592795145,8.0,1.0,46.0,West,Beauty & Personal Care,Face Wash,SKU-6700,1.0,2.0,87.33,0.7967362779614089,38.09,4.68,1.0,Dover,Rural,False,2023-10,neutral,loyal,10.0
CUST-10276,2023-10-27,3.0,113.34931815174036,7.0,59.0,39.0,South,Electronics,Laptop,SKU-1442,2.0,5.0,62.39,1.6737603898871023,33.19,3.51,1.0,New York,Urban,False,2023-10,neutral,churn,10.0
CUST-10257,2023-10-28,1.0,115.18031994249144,4.0,89.0,26.0,West,Electronics,Smartphone,SKU-1164,4.0,4.629585665700044,32.45,2.799310029002415,45.72,1.39,0.0,New York,Urban,True,2023-10,repeat,repeat,10.0
CUST-10308,2023-10-28,1.0,66.2650918518522,3.0,83.0,55.0,North,Toys & Games,RC Car,SKU-9294,1.0,1.0,80.61,0.9493475478842952,10.62,2.01,1.0,Boise,Rural,True,2023-10,churn,churn,10.0
CUST-10139,2023-10-28,2.0,67.36384717330536,5.0,19.0,34.0,South,Books,Science Textbook,SKU-5592,3.0,1.0,63.61,0.8265760178750214,35.38,1.89,0.0,Dover,Rural,False,2023-10,neutral,repeat,10.0
CUST-10436,2023-10-29,1.0,68.84384732731338,5.0,8.0,34.0,North,Clothing,T-Shirt,SKU-5930,2.0,2.0,78.49,1.0233994839795908,17.88,3.88,1.0,Dover,Rural,False,2023-10,repeat,repeat,10.0
CUST-10155,2023-10-29,2.0,70.64462728228717,8.0,13.0,22.0,South,Home & Kitchen,Blender,SKU-8179,2.0,1.0,68.37,1.1560769867740113,48.71,1.46,1.0,Dallas,Rural,False,2023-10,repeat,repeat,10.0
CUST-10328,2023-10-30,1.0,71.02116592201722,5.0,46.0,51.0,North,Clothing,Jacket,SKU-5555,1.0,1.0,87.02,0.9263305737357279,44.96,2.29,1.0,Helena,Rural,True,2023-10,churn,churn,10.0
CUST-10042,2023-10-31,3.0,69.97635271373318,7.0,37.0,56.0,West,Sports & Outdoors,Yoga Mat,SKU-5856,4.0,1.559640331308218,49.98,1.013658952991368,42.71,3.43,0.0,Dallas,Rural,True,2023-10,loyal,loyal,10.0
CUST-10131,2023-10-31,1.0,142.74014557789633,4.0,4.0,46.0,North,Books,Science Textbook,SKU-7474,4.0,4.0,20.38,2.461715375868164,17.03,1.13,0.0,San Francisco,Urban,True,2023-10,repeat,repeat,10.0
CUST-10032,2023-11-01,2.0,89.05014029877243,3.0,77.0,56.0,West,Electronics,Laptop,SKU-5062,5.0,1.1819281304952711,63.19,2.815361876625688,57.1,3.99,0.0,New York,Urban,False,2023-11,churn,churn,11.0
CUST-10254,2023-11-02,2.0,97.96623526309646,4.0,7.0,30.0,West,Books,Fiction Novel,SKU-9291,5.0,1.8617856210135173,44.35,2.5181202111954697,39.1,2.76,0.0,New York,Urban,True,2023-11,repeat,repeat,11.0
CUST-10385,2023-11-03,1.0,53.677124611399705,3.0,7.0,30.0,South,Home & Kitchen,Vacuum Cleaner,SKU-6465,5.0,2.0,42.48,0.6593430739773506,17.48,1.68,0.0,Boise,Rural,False,2023-11,loyal,loyal,11.0
CUST-10382,2023-11-03,1.0,50.52333136864163,4.0,12.0,64.0,South,Sports & Outdoors,Yoga Mat,SKU-2986,4.0,3.0,63.2,1.12538029903582,22.59,1.9,0.0,Boise,Rural,False,2023-11,churn,churn,11.0
CUST-10263,2023-11-03,1.0,54.90719276157399,2.0,5.0,53.0,North,Toys & Games,Puzzle,SKU-2688,4.0,3.0,60.3,0.852417751474051,24.2,2.35,0.0,Chicago,Rural,False,2023-11,repeat,repeat,11.0
CUST-10084,2023-11-03,1.0,50.636985031114094,2.0,41.0,46.0,East,Books,Cookbook,SKU-6767,2.0,2.0,87.65,0.5520547430836888,37.65,2.89,1.0,Dallas,Rural,False,2023-11,churn,churn,11.0
CUST-10280,2023-11-03,1.0,50.02936373370267,5.0,13.0,61.0,Central,Sports & Outdoors,Running Shoes,SKU-3568,5.0,1.0,60.68,0.5877340418977097,57.73,4.54,0.0,Chicago,Rural,False,2023-11,loyal,loyal,11.0
CUST-10416,2023-11-03,1.0,94.29649475973213,5.0,81.0,29.0,East,Books,Cookbook,SKU-3589,5.0,5.0,40.4,1.9201020707677037,44.32,2.18,0.0,New York,Urban,False,2023-11,repeat,repeat,11.0
CUST-10412,2023-11-05,1.0,105.18914395306923,7.0,11.0,31.0,North,Sports & Outdoors,Dumbbells,SKU-7629,3.0,4.0,86.75,1.521412006878894,30.03,1.39,1.0,San Francisco,Urban,False,2023-11,loyal,loyal,11.0
CUST-10321,2023-11-06,1.0,47.33001209476834,5.0,15.0,62.0,South,Toys & Games,Puzzle,SKU-5163,4.0,2.0,40.13,1.0007166203416962,42.21,2.82,0.0,Chicago,Rural,False,2023-11,churn,churn,11.0
CUST-10285,2023-11-06,2.0,53.51835932294608,4.0,37.0,34.0,Central,Sports & Outdoors,Dumbbells,SKU-8430,4.0,3.0,59.58,0.9680645156594978,43.45,2.4,0.0,Dover,Rural,False,2023-11,repeat,repeat,11.0
CUST-10404,2023-11-10,1.0,51.538145094278136,2.0,14.0,44.0,South,Sports & Outdoors,Running Shoes,SKU-2089,5.0,3.0,66.58,0.9635421384756178,25.5,4.87,0.0,Helena,Rural,False,2023-11,loyal,loyal,11.0
CUST-10022,2023-11-10,3.0,89.54012054451435,7.0,1.0,50.0,South,Toys & Games,Board Game,SKU-1703,3.0,1.6439995432390158,70.81,1.7816442425879078,20.95,2.81,1.0,New York,Urban,False,2023-11,repeat,repeat,11.0
CUST-10089,2023-11-13,2.0,87.70716435214882,6.0,11.0,61.0,West,Clothing,Jeans,SKU-1594,5.0,5.0,69.45,2.88722463729382,11.11,1.47,0.0,New York,Urban,False,2023-11,neutral,repeat,11.0
CUST-10256,2023-11-13,2.0,88.1681498723098,4.0,85.0,37.0,North,Clothing,T-Shirt,SKU-1182,4.0,5.0,68.75,2.706238261344586,25.26,2.35,1.0,New York,Urban,True,2023-11,churn,churn,11.0
CUST-10189,2023-11-13,3.0,87.34458786438233,5.0,20.0,43.0,West,Electronics,Smartphone,SKU-4535,4.0,1.4087341710980965,74.16,2.2113434154574803,40.14,4.69,1.0,New York,Urban,True,2023-11,neutral,repeat,11.0
CUST-10338,2023-11-14,1.0,50.12128532367359,5.0,10.0,35.0,North,Clothing,T-Shirt,SKU-2623,3.0,3.0,80.51,1.0750148672183522,10.17,3.68,1.0,Chicago,Rural,False,2023-11,churn,churn,11.0
CUST-10417,2023-11-14,1.0,50.6503345930157,5.0,11.0,19.0,East,Clothing,T-Shirt,SKU-5310,4.0,2.0,79.1,0.6072454215312614,20.79,4.55,1.0,Boise,Rural,True,2023-11,repeat,repeat,11.0
CUST-10040,2023-11-15,1.0,50.58196943986263,3.0,77.0,35.0,East,Books,Fiction Novel,SKU-6834,4.0,1.0,50.27,0.6371344685614972,39.91,5.0,0.0,Dover,Rural,False,2023-11,loyal,loyal,11.0
CUST-10116,2023-11-15,3.0,85.95531085867974,0.0,9.0,62.0,South,Home & Kitchen,Blender,SKU-3648,5.0,1.1561525973661904,47.39,2.8529203282066273,35.83,1.51,0.0,New York,Urban,False,2023-11,repeat,repeat,11.0
CUST-10457,2023-11-15,1.0,50.29647076044823,5.0,87.0,30.0,Central,Clothing,Jacket,SKU-5945,5.0,2.0,26.54,0.6591789606648008,28.44,4.25,0.0,Dallas,Rural,True,2023-11,repeat,repeat,11.0
CUST-10129,2023-11-16,3.0,79.67715179376668,4.0,38.0,53.0,North,Books,Fiction Novel,SKU-5878,4.0,4.659673203296105,75.57,2.416393573122346,46.53,1.67,1.0,New York,Urban,True,2023-11,churn,churn,11.0
CUST-10128,2023-11-16,2.0,114.53738531978983,9.0,3.0,54.0,South,Clothing,T-Shirt,SKU-3661,4.0,4.0,73.71,1.540965145822207,51.85,3.61,1.0,San Francisco,Urban,True,2023-11,neutral,repeat,11.0
CUST-10248,2023-11-18,1.0,90.5259497586868,3.0,40.0,61.0,West,Clothing,Jeans,SKU-8899,3.0,2.0,73.05,1.8215313528181838,15.68,1.58,1.0,New York,Urban,True,2023-11,neutral,loyal,11.0
CUST-10477,2023-11-21,1.0,88.74409187814062,6.0,38.0,62.0,East,Home & Kitchen,Blender,SKU-7098,3.0,3.8809608394262542,89.71,2.059240665108981,40.7,3.51,1.0,New York,Urban,False,2023-11,repeat,repeat,11.0
CUST-10180,2023-11-23,4.0,51.99252560396674,7.0,89.0,40.0,North,Sports & Outdoors,Running Shoes,SKU-5693,5.0,2.0,33.21,0.8490291529371154,16.22,4.87,0.0,Chicago,Rural,True,2023-11,churn,churn,11.0
CUST-10153,2023-11-24,2.0,90.08841526176984,5.0,2.0,21.0,South,Home & Kitchen,Blender,SKU-9949,5.0,1.7159722288473975,49.97,2.3761991041981467,30.73,2.04,0.0,New York,Urban,True,2023-11,churn,churn,11.0
CUST-10035,2023-11-24,2.0,49.90885110586018,9.0,15.0,18.0,South,Sports & Outdoors,Yoga Mat,SKU-6768,3.0,1.0,84.04,0.5612543425361652,51.32,1.84,1.0,Chicago,Rural,True,2023-11,repeat,repeat,11.0
CUST-10334,2023-11-24,1.0,50.32375719493727,8.0,75.0,35.0,Central,Beauty & Personal Care,Perfume,SKU-6152,4.0,1.6589239419101514,70.53,1.1010315016293821,13.83,4.87,1.0,Dallas,Rural,False,2023-11,repeat,repeat,11.0
CUST-10085,2023-11-27,1.0,52.62325125137383,5.0,14.0,59.0,South,Home & Kitchen,Cookware Set,SKU-5901,5.0,1.0,24.83,1.074461593392224,34.93,1.24,0.0,Boise,Rural,False,2023-11,loyal,loyal,11.0
CUST-10134,2023-11-28,1.0,51.92788880408243,6.0,34.0,24.0,North,Clothing,Jacket,SKU-4892,5.0,1.0,48.28,0.8075806772306925,34.29,3.05,0.0,Dallas,Rural,False,2023-11,churn,churn,11.0
CUST-10325,2023-11-28,1.0,55.9070221613864,5.0,68.0,47.0,West,Toys & Games,Board Game,SKU-9499,5.0,3.0,45.19,1.1827118429320924,12.88,1.8,0.0,Dallas,Rural,False,2023-11,churn,churn,11.0
CUST-10303,2023-11-28,1.0,95.13604558288992,5.0,1.0,39.0,North,Electronics,Tablet,SKU-3335,3.0,5.0,82.95,1.5077853917052255,52.52,1.82,1.0,New York,Urban,False,2023-11,loyal,loyal,11.0
CUST-10253,2023-11-29,4.0,53.50042881429174,5.0,83.0,41.0,West,Clothing,Jacket,SKU-3035,4.0,3.0,53.76,1.0095918101026733,12.37,1.8,0.0,Chicago,Rural,False,2023-11,churn,churn,11.0
CUST-10233,2023-11-29,2.0,49.82706457015996,3.0,63.0,54.0,North,Books,Fiction Novel,SKU-5908,4.0,1.0,75.66,0.9949572885116236,33.29,2.8,1.0,Helena,Rural,False,2023-11,loyal,loyal,11.0
CUST-10092,2023-11-30,2.0,108.68176404717389,5.0,13.0,44.0,North,Home & Kitchen,Vacuum Cleaner,SKU-1914,5.0,4.0,46.96,2.995601555562948,28.57,3.53,0.0,San Francisco,Urban,True,2023-11,repeat,repeat,11.0
CUST-10109,2023-11-30,1.0,106.6310309829903,6.0,33.0,63.0,North,Clothing,Jeans,SKU-8418,4.0,5.0,58.18,2.438701408969628,37.07,1.21,0.0,San Francisco,Urban,False,2023-11,churn,churn,11.0
CUST-10059,2023-11-30,1.0,112.63948757712522,1.0,12.0,27.0,North,Home & Kitchen,Blender,SKU-1987,3.0,4.0,85.89,1.8232977918249307,59.46,4.64,1.0,San Francisco,Urban,True,2023-11,churn,churn,11.0
CUST-10318,2023-12-01,1.0,2.8347413246824518,2.0,47.0,44.0,East,Electronics,Laptop,SKU-4746,4.0,3.0,68.79,0.5362468715754026,54.63,3.33,0.0,Boise,Rural,False,2023-12,repeat,repeat,12.0
CUST-10127,2023-12-01,1.0,12.321987349935256,7.0,13.0,44.0,Central,Electronics,Tablet,SKU-1371,3.0,5.0,77.56,2.416969645702353,32.78,4.7,1.0,New York,Urban,False,2023-12,repeat,repeat,12.0
CUST-10015,2023-12-02,1.0,12.815671702204096,4.0,20.0,61.0,Central,Books,Cookbook,SKU-3804,5.0,5.0,50.75,2.4833630033048357,20.74,3.57,0.0,New York,Urban,False,2023-12,churn,churn,12.0
